Rank,Word_with_Article,IPA,Eng_Approx,Meaning,Verb_Tense,Verb_Mood,Sentence,Sentence_IPA,Sentence_Eng_Approx,Sentence_Translation,Elision_Note,Sentence_Breakdown
1231,rendez-vous (le),/ʁɑ̃.de.vu/,rahn-day-voo,appointment/meeting,,,"J'ai un rendez-vous à midi,donc je pars tôt.",/ʒe œ̃ ʁɑ̃.de.vu a mi.di dɔ̃k ʒə paʁ to/,zhay uhn rahn-day-voo ah mee-DEE donk zhuh par toh,"I have an appointment at noon,so I leave early.",,J'|I|Pron|/ʒ/|zh;ai|have|Verb|/e/|ay;un(Art)|an|Art|/œ̃/|uhn;rendez-vous(le)|appointment|Noun|/ʁɑ̃.de.vu/|rahn-day-voo;à|at|Prep|/a/|ah;midi(le)|noon|Noun|/mi.di/|mee-dee;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;pars|leave|Verb|/paʁ/|par;tôt|early|Adv|/to/|toh
1232,médecin (le),/med.sɛ̃/,med-sehn,doctor,,,"Le médecin écoute,puis il pose deux questions.",/lə med.sɛ̃ e.kut pɥi il poz dø kɛs.tjɔ̃/,luh med-sehn ay-KOOT pwee eel pohz duh kes-TYON,"The doctor listens,then he asks two questions.",,Le(Art)|the|Art|/lə/|luh;médecin(le)|doctor|Noun|/med.sɛ̃/|med-sehn;écoute|listens|Verb|/e.kut/|ay-koot;puis|then|Adv|/pɥi/|pwee;il(Pron)|he|Pron|/il/|eel;pose|asks|Verb|/poz/|pohz;deux|two|Num|/dø/|duh;questions(les)|questions|Noun|/kɛs.tjɔ̃/|kes-tyon
1233,pharmacie (la),/faʁ.ma.si/,far-mah-see,pharmacy,,,Je vais à la pharmacie pour acheter des pansements.,/ʒə vɛ a la faʁ.ma.si puʁ aʃ.te de pɑ̃s.mɑ̃/,zhuh veh ah lah far-mah-SEE poor ash-TAY day pahnss-mahn,I go to the pharmacy to buy plasters.,,Je(Pron)|I|Pron|/ʒə/|zhuh;vais|go|Verb|/vɛ/|veh;à|to|Prep|/a/|ah;la(Art)|the|Art|/la/|lah;pharmacie(la)|pharmacy|Noun|/faʁ.ma.si/|far-mah-see;pour|to|Prep|/puʁ/|poor;acheter|buy|Verb|/aʃ.te/|ash-tay;des(Art)|some|Art|/de/|day;pansements(les)|plasters|Noun|/pɑ̃s.mɑ̃/|pahnss-mahn
1234,médicament (le),/me.di.ka.mɑ̃/,may-dee-kah-mahn,medicine/drug,,,"Le médicament aide,mais je lis la notice.",/lə me.di.ka.mɑ̃ ɛd mɛ ʒə li la nɔ.tis/,luh may-dee-kah-mahn ed meh zhuh lee lah noh-teess,"The medicine helps,but I read the leaflet.",,Le(Art)|the|Art|/lə/|luh;médicament(le)|medicine|Noun|/me.di.ka.mɑ̃/|may-dee-kah-mahn;aide|helps|Verb|/ɛd/|ed;mais|but|Conj|/mɛ/|meh;je(Pron)|I|Pron|/ʒə/|zhuh;lis|read|Verb|/li/|lee;la(Art)|the|Art|/la/|lah;notice(la)|leaflet|Noun|/nɔ.tis/|noh-teess
1235,fièvre (la),/fjɛvʁ/,fyevr,fever,,,"J'ai de la fièvre,donc je reste au lit.",/ʒe də la fjɛvʁ dɔ̃k ʒə ʁɛst o li/,zhay duh lah fyevr donk zhuh rest oh lee,"I have a fever,so I stay in bed.",à + le -> au,Je(Pron)|I|Pron|/ʒə/|zhuh;ai|have|Verb|/e/|ay;de la(Art)|some|Art|/də la/|duh lah;fièvre(la)|fever|Noun|/fjɛvʁ/|fyevr;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;reste|stay|Verb|/ʁɛst/|rest;au|in the|Prep|/o/|oh;lit(le)|bed|Noun|/li/|lee
1236,douleur (la),/du.lœʁ/,doo-lur,pain/ache,,,"Cette douleur revient souvent,alors je me repose.",/sɛt du.lœʁ ʁə.vjɛ̃ su.vɑ̃ a.lɔʁ ʒə mə ʁə.poz/,set doo-LUR ruh-vyehn soo-vahn ah-lor zhuh muh ruh-pohz,"This pain comes back often,so I rest.",,Cette(Det)|this|Det|/sɛt/|set;douleur(la)|pain|Noun|/du.lœʁ/|doo-lur;revient|returns|Verb|/ʁə.vjɛ̃/|ruh-vyehn;souvent|often|Adv|/su.vɑ̃/|soo-vahn;alors|so|Conj|/a.lɔʁ/|ah-lor;je(Pron)|I|Pron|/ʒə/|zhuh;me|myself|Pron|/mə/|muh;repose|rest|Verb|/ʁə.poz/|ruh-pohz
1237,rhume (le),/ʁym/,room,cold (illness),,,"J'ai un rhume,donc je bois chaud et je dors.",/ʒe œ̃ ʁym dɔ̃k ʒə bwa ʃo e ʒə dɔʁ/,zhay uhn room donk zhuh bwah shoh ay zhuh dor,"I have a cold,so I drink something hot and sleep.",,J'|I|Pron|/ʒ/|zh;ai|have|Verb|/e/|ay;un(Art)|a|Art|/œ̃/|uhn;rhume(le)|cold|Noun|/ʁym/|room;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;bois|drink|Verb|/bwa/|bwah;chaud|hot|Adj|/ʃo/|shoh;et|and|Conj|/e/|ay;je(Pron)|I|Pron|/ʒə/|zhuh;dors|sleep|Verb|/dɔʁ/|dor
1238,toux (la),/tu/,too,cough,,,"La toux me réveille,donc je prends du miel.",/la tu mə ʁe.vɛj dɔ̃k ʒə pʁɑ̃ dy mjɛl/,lah too muh ray-VAY(y) donk zhuh prahn dew myel,"The cough wakes me,so I take some honey.",de + le -> du,La(Art)|the|Art|/la/|lah;toux(la)|cough|Noun|/tu/|too;me|me|Pron|/mə/|muh;réveille|wakes|Verb|/ʁe.vɛj/|ray-vay(y);donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;du(Art)|some|Art|/dy/|dew;miel(le)|honey|Noun|/mjɛl/|myel
1239,miel (le),/mjɛl/,myel,honey,,,"Le miel est doux,mais je n'en prends pas trop.",/lə mjɛl ɛ du mɛ ʒə nɑ̃ pʁɑ̃ pa tʁo/,luh myel eh doo meh zhuh nahn prahn pah troh,"Honey is sweet,but I don’t take too much.",je + en -> j'en;ne + en -> n'en,Le(Art)|the|Art|/lə/|luh;miel(le)|honey|Noun|/mjɛl/|myel;est|is|Verb|/ɛ/|eh;doux|sweet|Adj|/du/|doo;mais|but|Conj|/mɛ/|meh;je(Pron)|I|Pron|/ʒə/|zhuh;n'|not|Adv|/n/|n;en|of it|Pron|/ɑ̃/|ahn;prends|take|Verb|/pʁɑ̃/|prahn;pas|not|Adv|/pa/|pah;trop|too much|Adv|/tʁo/|tro
1240,temps (le),/tɑ̃/,tahn,time/weather,,,"Le temps change vite,donc je prends un parapluie.",/lə tɑ̃ ʃɑ̃ʒ vit dɔ̃k ʒə pʁɑ̃ œ̃ pa.ʁa.plɥi/,luh tahn shahnzh veet donk zhuh prahn uhn pah-rah-plwee,"The weather changes quickly,so I take an umbrella.",,Le(Art)|the|Art|/lə/|luh;temps(le)|weather|Noun|/tɑ̃/|tahn;change|changes|Verb|/ʃɑ̃ʒ/|shahnzh;vite|quickly|Adv|/vit/|veet;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;un(Art)|an|Art|/œ̃/|uhn;parapluie(le)|umbrella|Noun|/pa.ʁa.plɥi/|pah-rah-plwee
1241,pluie (la),/plɥi/,plwee,rain,,,"La pluie tombe fort,donc je rentre rapidement.",/la plɥi tɔ̃b fɔʁ dɔ̃k ʒə ʁɑ̃tʁ ʁa.pi.də.mɑ̃/,lah plwee tomm for donk zhuh rahntr rah-pee-duh-mahn,"The rain falls hard,so I go home quickly.",,La(Art)|the|Art|/la/|lah;pluie(la)|rain|Noun|/plɥi/|plwee;tombe|falls|Verb|/tɔ̃b/|tomb;fort|hard|Adv|/fɔʁ/|for;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;rentre|go home|Verb|/ʁɑ̃tʁ/|rahntr;rapidement|quickly|Adv|/ʁa.pi.də.mɑ̃/|rah-pee-duh-mahn
1242,neige (la),/nɛʒ/,nezh,snow,,,La neige couvre la route et je roule lentement.,/la nɛʒ kuvʁ la ʁut e ʒə ʁul lɑ̃t.mɑ̃/,lah nezh koovr lah root ay zhuh rool lahnt-mahn,Snow covers the road and I drive slowly.,,La(Art)|the|Art|/la/|lah;neige(la)|snow|Noun|/nɛʒ/|nezh;couvre|covers|Verb|/kuvʁ/|koovr;la(Art)|the|Art|/la/|lah;route(la)|road|Noun|/ʁut/|root;et|and|Conj|/e/|ay;je(Pron)|I|Pron|/ʒə/|zhuh;roule|drive|Verb|/ʁul/|rool;lentement|slowly|Adv|/lɑ̃t.mɑ̃/|lahnt-mahn
1243,vent (le),/vɑ̃/,vahn,wind,,,"Le vent souffle fort,donc je ferme la fenêtre.",/lə vɑ̃ sufl fɔʁ dɔ̃k ʒə fɛʁm la fə.nɛtʁ/,luh vahn soofl for donk zhuh fairm lah fuh-netr,"The wind blows hard,so I close the window.",,Le(Art)|the|Art|/lə/|luh;vent(le)|wind|Noun|/vɑ̃/|vahn;souffle|blows|Verb|/sufl/|soofl;fort|hard|Adv|/fɔʁ/|for;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;ferme|close|Verb|/fɛʁm/|fairm;la(Art)|the|Art|/la/|lah;fenêtre(la)|window|Noun|/fə.nɛtʁ/|fuh-netr
1244,nuage (le),/nɥaʒ/,new-azh,cloud,,,Un nuage cache le soleil puis il s'éloigne.,/œ̃ nɥaʒ kaʃ lə sɔ.lɛj pɥi il se.lwaɲ/,uhn new-azh cash luh soh-LAY(y) pwee eel say-LWAIN,"One cloud hides the sun then it moves away.,le + soleil -> l'",il + s' (élision),Un(Art)|a|Art|/œ̃/|uhn;nuage(le)|cloud|Noun|/nɥaʒ/|new-azh;cache|hides|Verb|/kaʃ/|cash;le(Art)|the|Art|/lə/|luh;soleil(le)|sun|Noun|/sɔ.lɛj/|soh-lay(y);puis|then|Adv|/pɥi/|pwee;il(Pron)|it|Pron|/il/|eel;s'|itself|Pron|/s/|s;éloigne|moves away|Verb|/e.lwaɲ/|ay-lwahn-yuh
1245,soleil (le),/sɔ.lɛj/,soh-lay(y),sun,,,"Le soleil chauffe déjà,donc je mets une casquette.",/lə sɔ.lɛj ʃof de.ʒa dɔ̃k ʒə mɛ yn kas.kɛt/,luh soh-LAY(y) shof day-zhah donk zhuh meh een kass-ket,"The sun is already warm,so I put on a cap.",,Le(Art)|the|Art|/lə/|luh;soleil(le)|sun|Noun|/sɔ.lɛj/|soh-lay(y);chauffe|warms|Verb|/ʃof/|shof;déjà|already|Adv|/de.ʒa/|day-zhah;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;mets|put|Verb|/mɛ/|meh;une(Art)|a|Art|/yn/|een;casquette(la)|cap|Noun|/kas.kɛt/|kass-ket
1246,ombre (l’),/ɔ̃bʁ/,ohmbr,shade/shadow,,,Je reste à l'ombre parce qu'il fait très chaud.,/ʒə ʁɛst a lɔ̃bʁ paʁs kil fɛ tʁɛ ʃo/,zhuh rest ah lohmbr pars keel feh treh shoh,I stay in the shade because it’s very hot.,à + l' -> à l';que + il -> qu'il,Je(Pron)|I|Pron|/ʒə/|zhuh;reste|stay|Verb|/ʁɛst/|rest;à|in|Prep|/a/|ah;l'|the|Art|/l/|l;ombre(l')|shade|Noun|/ɔ̃bʁ/|ohmbr;parce|because|Conj|/paʁs/|pars;qu'|that|Conj|/k/|k;il(Pron)|it|Pron|/il/|eel;fait|is (weather)|Verb|/fɛ/|feh;très|very|Adv|/tʁɛ/|treh;chaud|hot|Adj|/ʃo/|shoh
1247,parc (le),/paʁk/,park,park,,,Je marche dans le parc et j'écoute les oiseaux.,/ʒə maʁʃ dɑ̃ lə paʁk e ʒe.kut le zwa.zo/,zhuh marsh dahn luh park ay zhay-koot lay zwah-zoh,I walk in the park and I listen to the birds.,je + écoute -> j'écoute,Je(Pron)|I|Pron|/ʒə/|zhuh;marche|walk|Verb|/maʁʃ/|marsh;dans|in|Prep|/dɑ̃/|dahn;le(Art)|the|Art|/lə/|luh;parc(le)|park|Noun|/paʁk/|park;et|and|Conj|/e/|ay;j'|I|Pron|/ʒ/|zh;écoute|listen|Verb|/e.kut/|ay-koot;les(Art)|the|Art|/le/|lay;oiseaux(les)|birds|Noun|/wa.zo/|wah-zoh
1248,jardin (le),/ʒaʁ.dɛ̃/,zhar-dehn,garden,,,Le jardin sent bon après la pluie d'été.,/lə ʒaʁ.dɛ̃ sɑ̃ bɔ̃ a.pʁɛ la plɥi de.te/,luh zhar-dehn sahn bohn ah-preh lah plwee day-TAY,The garden smells nice after the summer rain.,d' + été -> d'été,Le(Art)|the|Art|/lə/|luh;jardin(le)|garden|Noun|/ʒaʁ.dɛ̃/|zhar-dehn;sent|smells|Verb|/sɑ̃/|sahn;bon|good|Adj|/bɔ̃/|bohn;après|after|Prep|/a.pʁɛ/|ah-preh;la(Art)|the|Art|/la/|lah;pluie(la)|rain|Noun|/plɥi/|plwee;d'|of|Prep|/d/|d;été(l')|summer|Noun|/e.te/|ay-tay
1249,arbre (l’),/aʁbʁ/,arbr,tree,,,L'arbre perd ses feuilles quand l'automne arrive.,/laʁbʁ pɛʁ se fœj kɑ̃ lo.tɔn a.ʁiv/,larbr pair say fuhy kahn loh-TON ah-REEV,The tree loses its leaves when autumn arrives.,le + arbre -> l'arbre;le + automne -> l'automne,L'(Art)|the|Art|/l/|l;arbre(l')|tree|Noun|/aʁbʁ/|arbr;perd|loses|Verb|/pɛʁ/|pair;ses(Det)|its|Det|/se/|say;feuilles(les)|leaves|Noun|/fœj/|fuhy;quand|when|Conj|/kɑ̃/|kahn;l'|the|Art|/l/|l;automne(l')|autumn|Noun|/o.tɔn/|oh-ton;arrive|arrives|Verb|/a.ʁiv/|ah-reev
1250,feuille (la),/fœj/,fuhy,leaf,,,Une feuille tombe lentement devant mes yeux.,/yn fœj tɔ̃b lɑ̃t.mɑ̃ də.vɑ̃ me zjø/,een fuhy tomb lahnt-mahn duh-vahn may zyuh,A leaf falls slowly in front of my eyes.,mes + yeux (liaison z),Une(Art)|a|Art|/yn/|een;feuille(la)|leaf|Noun|/fœj/|fuhy;tombe|falls|Verb|/tɔ̃b/|tomb;lentement|slowly|Adv|/lɑ̃t.mɑ̃/|lahnt-mahn;devant|in front of|Prep|/də.vɑ̃/|duh-vahn;mes(Det)|my|Det|/me/|may;yeux(les)|eyes|Noun|/zjø/|zyuh
1251,fleur (la),/flœʁ/,flur,flower,,,Je coupe une fleur pour la mettre dans l'eau.,/ʒə kup yn flœʁ puʁ la mɛtʁ dɑ̃ lo/,zhuh koop een flur poor lah metr dahn loh,I cut a flower to put it in water.,la + eau -> l'eau,Je(Pron)|I|Pron|/ʒə/|zhuh;coupe|cut|Verb|/kup/|koop;une(Art)|a|Art|/yn/|een;fleur(la)|flower|Noun|/flœʁ/|flur;pour|to|Prep|/puʁ/|poor;la(Pron)|it|Pron|/la/|lah;mettre|put|Verb|/mɛtʁ/|metr;dans|in|Prep|/dɑ̃/|dahn;l'|the|Art|/l/|l;eau(l')|water|Noun|/o/|oh
1252,plante (la),/plɑ̃t/,plant,plant,,,"La plante a soif,donc je l'arrose doucement.",/la plɑ̃t a swaf dɔ̃k ʒə la.ʁoz dus.mɑ̃/,lah plant ah swaf donk zhuh lah-rohz doos-mahn,"The plant is thirsty,so I water it gently.",je + la -> je l',La(Art)|the|Art|/la/|lah;plante(la)|plant|Noun|/plɑ̃t/|plant;a|has|Verb|/a/|ah;soif(la)|thirst|Noun|/swaf/|swaf;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;l'|it|Pron|/l/|l;arrose|water|Verb|/a.ʁoz/|ah-rohz;doucement|gently|Adv|/dus.mɑ̃/|doos-mahn
1253,gazon (le),/ɡa.zɔ̃/,gah-zon,lawn/grass,,,"Le gazon est mouillé,donc je marche sur le côté.",/lə ɡa.zɔ̃ ɛ mu.je dɔ̃k ʒə maʁʃ syʁ lə ko.te/,luh gah-ZON eh moo-YAY donk zhuh marsh sewr luh koh-TAY,"The grass is wet,so I walk along the side.",,Le(Art)|the|Art|/lə/|luh;gazon(le)|lawn|Noun|/ɡa.zɔ̃/|gah-zon;est|is|Verb|/ɛ/|eh;mouillé|wet|Adj|/mu.je/|moo-yay;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;marche|walk|Verb|/maʁʃ/|marsh;sur|on|Prep|/syʁ/|sewr;le(Art)|the|Art|/lə/|luh;côté(le)|side|Noun|/ko.te/|koh-tay
1254,forêt (la),/fɔ.ʁɛ/,foh-reh,forest,,,"La forêt est sombre,mais le chemin est clair.",/la fɔ.ʁɛ ɛ sɔ̃bʁ mɛ lə ʃə.mɛ̃ ɛ klɛʁ/,lah foh-REH eh sohmbr meh luh shuh-mehn eh klair,"The forest is dark,but the path is clear.",,La(Art)|the|Art|/la/|lah;forêt(la)|forest|Noun|/fɔ.ʁɛ/|foh-reh;est|is|Verb|/ɛ/|eh;sombre|dark|Adj|/sɔ̃bʁ/|sohmbr;mais|but|Conj|/mɛ/|meh;le(Art)|the|Art|/lə/|luh;chemin(le)|path|Noun|/ʃə.mɛ̃/|shuh-mehn;est|is|Verb|/ɛ/|eh;clair|clear|Adj|/klɛʁ/|klair
1255,chemin (le),/ʃə.mɛ̃/,shuh-mehn,path,,,Je prends ce chemin court pour rentrer chez moi.,/ʒə pʁɑ̃ sə ʃə.mɛ̃ kuʁ puʁ ʁɑ̃tʁe ʃe mwa/,zhuh prahn suh shuh-MEHN koor poor rahn-TRAY shay mwah,I take this short path to get home.,,Je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;ce(Det)|this|Det|/sə/|suh;chemin(le)|path|Noun|/ʃə.mɛ̃/|shuh-mehn;court|short|Adj|/kuʁ/|koor;pour|to|Prep|/puʁ/|poor;rentrer|go back|Verb|/ʁɑ̃tʁe/|rahn-tray;chez|at|Prep|/ʃe/|shay;moi(Pron)|me|Pron|/mwa/|mwah
1256,colline (la),/kɔ.lin/,koh-leen,hill,,,"La colline est raide,donc je souffle un peu.",/la kɔ.lin ɛ ʁɛd dɔ̃k ʒə sufl œ̃ pø/,lah koh-LEEN eh red donk zhuh soofl uhn puh,"The hill is steep,so I breathe a bit.",,La(Art)|the|Art|/la/|lah;colline(la)|hill|Noun|/kɔ.lin/|koh-leen;est|is|Verb|/ɛ/|eh;raide|steep|Adj|/ʁɛd/|red;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;souffle|breathe|Verb|/sufl/|soofl;un|a|Det|/œ̃/|uhn;peu|bit|Adv|/pø/|puh
1257,montagne (la),/mɔ̃.taɲ/,mohn-tan-yuh,mountain,,,"La montagne est loin,mais on la voit bien.",/la mɔ̃.taɲ ɛ lwɛ̃ mɛ ɔ̃ la vwa bjɛ̃/,lah mohn-TAN-yuh eh lwehn meh on lah vwah byehn,"The mountain is far,but you can see it clearly.",,La(Art)|the|Art|/la/|lah;montagne(la)|mountain|Noun|/mɔ̃.taɲ/|mohn-tan-yuh;est|is|Verb|/ɛ/|eh;loin|far|Adv|/lwɛ̃/|lwehn;mais|but|Conj|/mɛ/|meh;on(Pron)|one/we|Pron|/ɔ̃/|on;la(Pron)|it|Pron|/la/|lah;voit|sees|Verb|/vwa/|vwah;bien|well|Adv|/bjɛ̃/|byehn
1258,lac (le),/lak/,lak,lake,,,"Le lac est froid,donc je ne nage pas.",/lə lak ɛ fʁwa dɔ̃k ʒə nə naʒ pa/,luh lak eh frwah donk zhuh nuh nahzh pah,"The lake is cold,so I don’t swim.",,Le(Art)|the|Art|/lə/|luh;lac(le)|lake|Noun|/lak/|lak;est|is|Verb|/ɛ/|eh;froid|cold|Adj|/fʁwa/|frwah;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;ne|not|Adv|/nə/|nuh;nage|swim|Verb|/naʒ/|nahzh;pas|not|Adv|/pa/|pah
1259,mer (la),/mɛʁ/,mair,sea,,,"La mer est agitée,donc les bateaux restent au port.",/la mɛʁ ɛ a.ʒi.te dɔ̃k le ba.to ʁɛst o pɔʁ/,lah mair eh ah-zhee-TAY donk lay bah-toh rest oh por,"The sea is rough,so the boats stay in port.",à + le -> au,La(Art)|the|Art|/la/|lah;mer(la)|sea|Noun|/mɛʁ/|mair;est|is|Verb|/ɛ/|eh;agitée|rough|Adj|/a.ʒi.te/|ah-zhee-tay;donc|so|Conj|/dɔ̃k/|donk;les(Art)|the|Art|/le/|lay;bateaux(les)|boats|Noun|/ba.to/|bah-toh;restent|stay|Verb|/ʁɛst/|rest;au|at the|Prep|/o/|oh;port(le)|port|Noun|/pɔʁ/|por
1260,plage (la),/plaʒ/,plazh,beach,,,Je marche sur la plage et j'évite les vagues.,/ʒə maʁʃ syʁ la plaʒ e ʒe.vit le vaɡ/,zhuh marsh sewr lah plazh ay zhay-veet lay vag,I walk on the beach and avoid the waves.,je + évite -> j'évite,Je(Pron)|I|Pron|/ʒə/|zhuh;marche|walk|Verb|/maʁʃ/|marsh;sur|on|Prep|/syʁ/|sewr;la(Art)|the|Art|/la/|lah;plage(la)|beach|Noun|/plaʒ/|plazh;et|and|Conj|/e/|ay;j'|I|Pron|/ʒ/|zh;évite|avoid|Verb|/e.vit/|ay-veet;les(Art)|the|Art|/le/|lay;vagues(les)|waves|Noun|/vaɡ/|vag
1261,fenêtre (la),/fə.nɛtʁ/,fuh-netr,window,,,J'ouvre la fenêtre pour aérer la chambre.,/ʒuvʁ la fə.nɛtʁ puʁ a.e.ʁe la ʃɑ̃bʁ/,zhoovr lah fuh-netr poor ah-ay-ray lah shahn-bruh,I open the window to air the room.,je + ouvre -> j'ouvre,J'|I|Pron|/ʒ/|zh;ouvre|open|Verb|/uvʁ/|oovr;la(Art)|the|Art|/la/|lah;fenêtre(la)|window|Noun|/fə.nɛtʁ/|fuh-netr;pour|to|Prep|/puʁ/|poor;aérer|to air|Verb|/a.e.ʁe/|ah-ay-ray;la(Art)|the|Art|/la/|lah;chambre(la)|room|Noun|/ʃɑ̃bʁ/|shahn-bruh
1262,cuisine (la),/kɥi.zin/,kwee-zeen,kitchen,,,La cuisine est petite mais elle est pratique.,/la kɥi.zin ɛ pə.tit mɛ ɛl ɛ pʁa.tik/,lah kwee-ZEEN eh puh-teet meh ell eh prah-TEEK,The kitchen is small but it is practical.,,La(Art)|the|Art|/la/|lah;cuisine(la)|kitchen|Noun|/kɥi.zin/|kwee-zeen;est|is|Verb|/ɛ/|eh;petite|small|Adj|/pə.tit/|puh-teet;mais|but|Conj|/mɛ/|meh;elle(Pron)|it|Pron|/ɛl/|ell;est|is|Verb|/ɛ/|eh;pratique|practical|Adj|/pʁa.tik/|prah-teek
1263,déjeuner (le),/de.ʒø.ne/,day-zhuh-nay,lunch,,,Je prends un déjeuner simple avant le travail.,/ʒə pʁɑ̃ œ̃ de.ʒø.ne sɛ̃pl a.vɑ̃ lə tʁa.vaj/,zhuh prahn uhn day-zhuh-NAY sehnpl ah-vahn luh trah-vyeh,I have a simple lunch before work.,,Je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;un(Art)|a|Art|/œ̃/|uhn;déjeuner(le)|lunch|Noun|/de.ʒø.ne/|day-zhuh-nay;simple|simple|Adj|/sɛ̃pl/|sehnpl;avant|before|Prep|/a.vɑ̃/|ah-vahn;le(Art)|the|Art|/lə/|luh;travail(le)|work|Noun|/tʁa.vaj/|trah-vyeh
1264,bouteille (une),/bu.tɛj/,boo-tay(y),bottle,,,Je prends une bouteille d'eau dans mon sac.,/ʒə pʁɑ̃ yn bu.tɛj do dɑ̃ mɔ̃ sak/,zhuh prahn een boo-TAY do(h) dahn mohn sak,I take a bottle of water in my bag.,de + eau -> d'eau,Je(Pron)|I|Pron|/ʒə/|zhuh;prends|take|Verb|/pʁɑ̃/|prahn;une(Art)|a|Art|/yn/|een;bouteille(une)|bottle|Noun|/bu.tɛj/|boo-tay(y);d'|of|Prep|/d/|d;eau(l')|water|Noun|/o/|oh;dans|in|Prep|/dɑ̃/|dahn;mon(Det)|my|Det|/mɔ̃/|mohn;sac(le)|bag|Noun|/sak/|sak
1265,fromage (le),/fʁɔ.maʒ/,fro-mahzh,cheese,,,Le fromage sent fort mais il est délicieux.,/lə fʁɔ.maʒ sɑ̃ fɔʁ mɛ il ɛ de.li.sjø/,luh fro-MAZH sahn for meh eel eh day-lee-SYUH,The cheese smells strong but it is delicious.,,Le(Art)|the|Art|/lə/|luh;fromage(le)|cheese|Noun|/fʁɔ.maʒ/|fro-mahzh;sent|smells|Verb|/sɑ̃/|sahn;fort|strong|Adj|/fɔʁ/|for;mais|but|Conj|/mɛ/|meh;il(Pron)|it|Pron|/il/|eel;est|is|Verb|/ɛ/|eh;délicieux|delicious|Adj|/de.li.sjø/|day-lee-syuh
1266,faim (la),/fɛ̃/,feh(n),hunger,,,J'ai faim donc je prépare un repas chaud.,/ʒe fɛ̃ dɔ̃k ʒə pʁe.paʁ œ̃ ʁə.pa ʃo/,zhay fehn donk zhuh pray-PAR uhn ruh-PAH shoh,I am hungry so I prepare a hot meal.,je + ai -> j'ai,J'|I|Pron|/ʒ/|zh;ai|have|Verb|/e/|ay;faim(la)|hunger|Noun|/fɛ̃/|feh;n;donc|so|Conj|/dɔ̃k/|donk;je(Pron)|I|Pron|/ʒə/|zhuh;prépare|prepare|Verb|/pʁe.paʁ/|pray-par;un(Art)|a|Art|/œ̃/|uhn;repas(le)|meal|Noun|/ʁə.pa/|ruh-pah;chaud|hot|Adj|/ʃo/|shoh
1267,courses (les),/kuʁs/,koors,shopping/groceries,,,Je fais les courses après le travail ce soir.,/ʒə fɛ le kuʁs a.pʁɛ lə tʁa.vaj sə swaʁ/,zhuh feh lay koors ah-preh luh trah-vyeh suh swar,I do the shopping after work tonight.,,Je(Pron)|I|Pron|/ʒə/|zhuh;fais|do|Verb|/fɛ/|feh;les(Art)|the|Art|/le/|lay;courses(les)|shopping|Noun|/kuʁs/|koors;après|after|Prep|/a.pʁɛ/|ah-preh;le(Art)|the|Art|/lə/|luh;travail(le)|work|Noun|/tʁa.vaj/|trah-vyeh;ce(Det)|this|Det|/sə/|suh;soir(le)|evening|Noun|/swaʁ/|swar
1268,facture (la),/fak.tyʁ/,fak-tewr,bill/invoice,,,Je paie la facture en ligne avant dimanche.,/ʒə pɛ la fak.tyʁ ɑ̃ liɲ a.vɑ̃ di.mɑ̃ʃ/,zhuh peh lah fak-TEWR ahn leen(y) ah-vahn dee-mahnsh,I pay the bill online before Sunday.,,Je(Pron)|I|Pron|/ʒə/|zhuh;paie|pay|Verb|/pɛ/|peh;la(Art)|the|Art|/la/|lah;facture(la)|bill|Noun|/fak.tyʁ/|fak-tewr;en|in|Prep|/ɑ̃/|ahn;ligne(la)|line|Noun|/liɲ/|leen(y);avant|before|Prep|/a.vɑ̃/|ah-vahn;dimanche(le)|Sunday|Noun|/di.mɑ̃ʃ/|dee-mahnsh
